QueryID,AP@10,AP@20,NDCG@10,NDCG@20
128.0,1.0,1.0,0.9132224589335863,0.9132224589335863
129.0,0.7856701940035273,0.8632768601503326,0.6986167007377906,0.748932007983146
130.0,0.8875,0.76,0.9515234565959557,0.9124099027590951
131.0,0.512063492063492,0.46337868480725625,0.5926836572002844,0.594634857542118
132.0,0.24285714285714285,0.24523809523809526,0.3810303107631458,0.36730784401984773
133.0,0.9765432098765433,0.948864098864099,0.8014660047015117,0.8217161239439812
134.0,0.8666666666666667,0.8666666666666667,0.9448479565595861,0.9448479565595861
135.0,0.0,0.0,0.0,0.0
136.0,0.45460317460317456,0.4374149659863945,0.6700841155852522,0.669775244114152
137.0,0.7152777777777777,0.5904681001188354,0.661242586366101,0.647337086449451
138.0,0.0,0.0,0.0,0.0
139.0,0.7198412698412698,0.7953639619046651,0.7451180040116804,0.703394107420332
140.0,0.4556878306878307,0.4835333620627738,0.5383105355412754,0.57756126703009
141.0,0.959375,0.8705889986016206,0.9881032350722387,0.9631168581367346
142.0,0.5833333333333333,0.565018315018315,0.7764173916492421,0.7699723850922144
143.0,1.0,1.0,0.8263761064528451,0.8586588072855855
144.0,0.8701388888888888,0.8260883690708252,0.9363883257644571,0.9293433210125608
145.0,0.1,0.1,0.30102999566398114,0.30102999566398114
146.0,0.0,0.0,0.0,0.0
147.0,0.36103174603174604,0.4109835221967575,0.433835205553003,0.4782290984133902
148.0,1.0,0.9973684210526316,0.9060437314979164,0.9052250717584972
149.0,0.4910714285714286,0.5305186428638441,0.5845571175796626,0.6387231162482119
150.0,0.7393424036281179,0.7015897114581325,0.7699625262135432,0.789360889561825
151.0,1.0,0.7970588235294118,0.8849493492318607,0.8566042265691451
152.0,0.5021825396825397,0.6461256015870954,0.5882129439886857,0.6833168229171388
153.0,1.0,1.0,1.0,1.0
154.0,1.0,1.0,1.0,1.0
155.0,0.6087301587301587,0.5616925558102028,0.6927272950803307,0.6936642468534837
156.0,0.9415178571428571,0.9415178571428571,0.9286044604027512,0.9286044604027512
157.0,0.2,0.1537037037037037,0.43067655807339306,0.3427941154935851
158.0,0.0,0.0,0.0,0.0
159.0,0.4833333333333333,0.43620448179271704,0.6114530019218707,0.6176595805431718
160.0,0.0,0.09401709401709402,0.0,0.2550253104977256
161.0,0.5,0.3894230769230769,0.75,0.6917228008448159
162.0,1.0,1.0,0.8858503552274978,0.8817057397840706
163.0,0.45846560846560847,0.47313443541513717,0.5527618119062209,0.5815709541738627
164.0,0.9472222222222222,0.9023667630251132,0.9776788296571418,0.953475584113925
165.0,0.41666666666666663,0.3547008547008547,0.5912352048230277,0.4997229598524969
166.0,0.0,0.0,0.0,0.0
167.0,1.0,1.0,0.9056389458196575,0.8912751979035416
168.0,0.8951388888888888,0.85285662453087,0.8610258752000273,0.7796131422341427
169.0,0.0,0.0,0.0,0.0
170.0,0.0,0.0,0.0,0.0
171.0,0.0,0.0,0.0,0.0
172.0,0.5911111111111111,0.5835016835016835,0.6924761918135689,0.6978399215456205
173.0,0.0,0.11212121212121212,0.0,0.26699362531250626
174.0,0.1,0.1,0.30102999566398114,0.30102999566398114
175.0,0.9821428571428571,0.8451259435571176,0.8813138684406177,0.8621131484275858
126.0,0.6185374149659862,0.7249086879550365,0.7160334021995165,0.7841627225313906
127.0,0.4833333333333333,0.4833333333333333,0.5394119753271113,0.5394119753271113
,0.5489877110103301,0.5381630701741553,0.5842387897444064,0.5928620986184089
